target_season,subdivision,team_id,team_name,lag1_rank_mean,lag1_rank_median,lag1_usable_systems,lag1_z_mean,lag2_rank_mean,lag2_rank_median,lag2_usable_systems,lag2_z_mean,lag3_rank_mean,lag3_rank_median,lag3_usable_systems,lag3_z_mean,long_run_rank_percentile_mean,long_run_z_mean,history_seasons
2026,fbs,2433,UL Monroe,129.21917808219177,130.0,73,2.9669883111325674,103.94666666666667,103.0,75,1.2495673677960735,128.32432432432432,129.0,74,3.2886436590072461,0.81941228994717241,1.8461707617997904,23
2026,fbs,2439,UNLV,61.47945205479452,62.0,73,-0.21466707797563209,35.29333333333334,35.0,75,-1.0816068363594979,56.82432432432432,56.0,74,-0.31618701113142267,0.76624586188822774,1.4672135232827568,23
2026,fbs,2440,Nevada,118.91780821917808,119.0,73,1.9585737226476747,114.24,115.0,75,1.77287517966608,127.01351351351352,128.5,74,3.1910181048966013,0.63134822226917964,0.70454921425550043,23
2026,fbs,2449,North Dakota State,,,,,,,,,,,,,,,0
2026,fbs,2459,Northern Illinois,127.12328767123287,129.0,73,2.72310062868709,72.8,73.0,75,0.16529588841907955,94.9054054054054,96.5,74,0.91471268439773912,0.58213538684949107,0.53664592105531106,23
2026,fbs,2483,Oregon,2.8219178082191783,2.0,73,-4.1459236751934725,3.3733333333333335,3.0,75,-4.0488863277687361,5.175675675675675,5.0,74,-3.4507093782841731,0.16270293668129165,-2.2182521076802173,23
2026,fbs,2509,Purdue,96.23287671232876,95.0,73,0.94150135826275461,117.57333333333334,118.0,75,2.0567336773983786,76.75675675675676,78.0,74,0.30102125621279202,0.53832484484662957,0.19397874812157548,23
2026,fbs,2534,Sam Houston,133.57534246575344,134.0,73,3.9660874569985864,69.52,72.0,75,0.065710702440787347,122.86486486486487,124.0,74,2.5422053463636844,0.80453545666211657,2.1913345019343526,3
2026,fbs,2567,SMU,26.767123287671232,26.0,73,-1.4535001565933667,14.48,14.0,75,-2.1832845943504857,32.054054054054056,31.0,74,-1.2028661439587374,0.59177011274111224,0.76145919314766441,23
2026,fbs,2572,Southern Miss,94.93150684931507,98.0,73,0.83568663618411976,132.0,132.0,75,4.1310755998334807,117.29729729729729,118.0,74,1.9918582566399299,0.64972479292489926,0.95081138661652176,23
2026,fbs,2579,South Carolina,61.28767123287671,64.0,73,-0.23420473846499901,16.08,15.0,75,-2.0715066028487756,58.445945945945944,59.0,74,-0.2682252386597751,0.33644958251552476,-0.84080419559895492,23
